record_id,age,gender,education_qualification,martial_status,occupation_status,bank___1,bank___2,bank___3,bank___4,bank___5,bank___6,bank___7,bank___8,bank___9,bank___10,Sem_1,Sem_2,Sem_3,Sem_4,Sem_5,Hc_1,Hc_2,Hc_3,Hc_4,Hc_5,Hc_6,Hl_1,Hl_2,Hl_3,Hl_4,CI_1,CI_2,CI_3,CI_4,PERSN_1,PERSN_2,PERSN_3,PERSN_4,Ca_1,Ca_2,Ca_3,Ca_4,Ey_1,Ey_2,Ey_3,Ey_ 4,Cv_1,Cv_2,Cv_3,CV_4,CS_1,CS_2,CS_3,CS_4,CS_5,CT_1,CT_2,CT_3,CT_4,CT_5,CL_1,CL_2,CL_3,CL_4,CL_5,,,,,,,
195,3,1,4,1,2,1,0,0,0,0,0,0,0,0,0,3,3,4,3,4,1,3,3,3,3,3,3,4,3,3,4,2,3,3,4,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,3,2,3,3,3,4,3,2,2,2,3,3,2,,,,,,,
196,3,2,4,1,3,0,0,0,0,0,0,0,1,0,0,2,2,2,3,4,2,4,2,3,3,3,3,3,3,2,2,2,3,3,4,3,3,4,2,2,2,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,
197,4,2,4,2,1,0,1,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,2,2,3,1,2,2,2,3,3,3,4,2,1,3,4,,,,,,,
198,4,2,4,3,2,0,0,0,0,0,0,0,0,1,0,4,4,4,3,4,4,4,3,3,2,2,3,2,4,4,4,3,3,4,4,4,4,4,3,3,3,3,3,4,4,3,4,4,3,3,3,2,3,3,2,3,4,3,3,3,3,2,3,4,2,,,,,,,
199,4,2,3,2,2,0,0,0,0,1,0,0,1,0,0,2,2,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,
200,4,2,2,1,1,0,0,0,0,0,0,0,1,0,0,2,2,2,3,2,2,2,2,4,3,3,3,4,3,2,2,2,3,3,3,2,3,3,3,2,3,3,3,3,2,3,3,2,3,1,3,3,4,4,4,2,2,3,3,3,4,3,3,3,3,,,,,,,
201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,
202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,2,4,4,5,4,3,,,,,,,
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,
204,4,2,2,1,1,0,0,0,0,1,0,0,0,0,0,3,3,3,2,3,3,3,3,4,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,
205,4,2,3,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,3,3,3,3,4,3,3,3,3,2,,,,,,,
206,4,1,3,2,2,0,0,0,0,0,0,0,1,0,0,2,2,2,3,2,1,2,2,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,4,4,2,4,2,3,4,3,2,3,3,2,3,3,3,3,2,2,2,2,2,2,2,,,,,,,
207,3,2,4,1,2,0,0,0,0,0,0,0,1,0,0,2,2,3,3,3,3,2,2,4,2,1,2,2,3,3,2,2,2,2,3,3,2,3,2,2,2,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,
208,3,2,4,1,2,0,0,0,0,0,0,0,1,0,0,2,4,3,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,
209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,3,2,2,2,2,3,3,3,3,2,3,,,,,,,
210,4,2,1,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,
211,4,1,4,2,2,0,0,0,0,0,0,0,1,0,0,3,2,3,2,3,3,4,3,3,4,4,3,3,3,3,4,3,4,4,4,4,4,3,3,3,3,4,3,3,3,2,3,3,4,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,,,,,,,
212,4,1,4,1,3,0,0,0,0,0,1,0,0,0,0,2,2,2,3,2,2,2,2,4,3,2,3,3,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,
213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,5,5,5,5,2,4,5,5,2,5,5,,,,,,,
214,3,2,3,2,2,0,1,0,0,0,0,0,0,0,0,3,1,2,0,4,2,2,3,0,0,3,0,0,3,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,
215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,
216,4,2,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,
217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,,,,,,,
218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,2,2,2,2,3,3,3,3,3,3,,,,,,,
219,4,2,3,2,1,0,0,0,0,0,0,0,1,0,0,2,2,2,2,2,3,3,2,3,4,3,4,4,2,3,2,2,3,3,2,4,3,3,4,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,4,3,3,3,,,,,,,
220,4,2,4,2,2,0,1,0,0,0,0,0,0,0,0,3,3,3,3,4,2,2,2,3,3,4,4,2,4,2,4,2,3,4,2,3,2,2,3,4,3,4,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,,,,,,,
221,3,1,4,1,2,0,1,0,0,0,0,0,0,0,0,2,2,2,3,3,2,2,2,3,4,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,3,2,2,2,,,,,,,
222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,2,4,3,3,3,3,3,3,3,,,,,,,
223,3,2,3,1,3,0,0,0,1,1,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,
224,4,2,4,1,2,0,0,0,0,0,0,0,1,0,0,2,2,2,2,2,2,2,2,4,3,2,3,3,2,2,3,2,3,2,2,2,2,2,2,3,3,3,2,2,2,3,3,2,2,4,3,3,3,3,4,3,2,2,3,3,3,3,3,4,3,,,,,,,
225,3,2,3,1,2,0,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,2,2,3,3,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,3,2,2,2,2,2,2,2,2,2,4,2,2,2,3,2,,,,,,,
226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,2,2,3,2,2,2,5,2,2,2,2,2,,,,,,,
227,3,2,3,1,2,0,0,0,0,0,0,0,1,0,0,2,2,2,0,2,2,2,2,0,0,2,0,0,2,2,4,2,2,2,4,4,4,4,2,2,1,2,2,2,2,0,0,0,0,0,3,3,3,3,2,2,2,2,2,3,3,3,2,2,2,,,,,,,
228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,
229,4,2,4,2,2,0,0,0,0,0,0,0,1,0,0,2,4,4,2,3,2,2,4,3,3,2,3,3,2,3,4,4,4,2,2,3,2,2,2,3,3,2,2,2,2,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,
230,4,1,4,1,2,0,0,0,0,0,0,0,0,0,1,3,3,3,4,2,3,4,3,4,4,2,4,3,3,2,3,2,2,2,2,3,3,2,2,3,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,,,,,,,,
231,4,2,4,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,4,3,3,3,3,3,3,3,3,3,3,,,,,,,
232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,4,2,3,3,3,3,2,2,2,3,3,,,,,,,
233,4,2,4,4,1,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,
234,4,1,4,3,2,0,0,0,0,0,0,0,0,1,0,2,2,2,4,3,2,2,3,3,3,2,4,4,3,3,2,3,2,3,3,2,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,,,,,,,
235,3,2,4,1,2,0,0,0,0,0,0,0,1,0,0,3,3,3,2,3,3,3,3,3,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,4,2,4,4,3,3,3,4,4,,,,,,,
236,3,1,4,1,2,0,1,0,0,0,0,0,0,0,0,2,2,3,3,4,3,2,4,4,3,2,2,3,3,4,4,3,2,4,4,4,4,4,4,4,4,4,4,2,3,4,3,3,4,4,3,3,3,2,3,2,2,2,2,2,2,2,3,3,2,,,,,,,
237,4,2,3,1,1,0,0,0,0,0,0,0,0,1,0,2,3,3,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,2,2,3,3,3,3,3,3,3,,,,,,,
238,4,2,4,1,0,0,0,0,0,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,3,3,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,,,,,,,
239,4,2,4,1,1,1,0,0,0,0,0,0,0,0,0,4,3,3,2,3,3,4,4,4,3,3,3,4,4,4,3,2,4,4,3,3,4,4,3,3,3,3,3,2,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,,,,,,,
240,2,2,3,1,3,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,3,2,3,2,3,2,3,2,3,2,2,3,3,2,2,2,2,2,3,2,3,2,2,3,2,3,2,2,2,2,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,,,,,,,
241,4,2,3,1,2,0,0,0,0,1,0,0,0,0,0,2,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,3,3,2,2,2,2,2,2,3,2,2,2,,,,,,,
242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,2,3,3,2,3,2,2,2,2,3,3,4,,,,,,,
243,4,2,4,2,2,0,0,0,0,0,0,0,1,0,0,3,3,3,3,3,2,2,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,
244,4,1,4,1,1,1,0,0,0,0,0,0,0,0,0,2,2,2,3,3,2,3,3,3,3,4,4,3,4,3,3,3,3,2,4,4,3,3,3,3,3,2,2,2,2,2,3,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,
245,4,2,4,1,1,0,1,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,2,3,3,3,3,4,3,3,3,3,3,3,3,3,2,3,3,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,
246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
247,4,2,1,2,1,0,0,0,0,0,0,0,0,0,1,2,2,2,3,2,2,3,3,2,3,2,2,3,3,3,2,2,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,4,4,,,,,,,
248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,
249,1,2,2,1,3,0,0,0,0,0,0,0,0,0,1,2,2,2,3,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,4,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,,,,,,,
250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,
251,4,2,4,4,2,0,0,0,0,0,0,0,1,0,1,4,4,4,3,4,4,2,4,4,4,4,3,4,4,4,4,4,2,2,4,3,3,2,4,4,2,2,2,4,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,
252,4,2,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,,,,,,,
254,4,2,3,1,1,1,0,0,0,0,0,0,0,0,0,3,3,3,2,3,2,3,3,2,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,5,3,3,1,3,3,2,3,,,,,,,
255,4,2,4,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,3,3,5,3,2,3,3,3,3,4,3,,,,,,,
256,4,2,4,1,2,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,2,4,1,2,3,3,1,4,1,1,2,,,,,,,
257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,,,,,,,
258,4,2,4,1,1,0,0,0,0,0,0,0,1,0,0,1,2,2,1,2,2,2,2,1,1,2,1,1,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,,,,,,,
259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,2,2,2,2,4,2,2,3,2,2,,,,,,,
260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,,,,,,,
261,4,2,4,1,1,0,0,0,0,1,0,1,0,0,0,3,3,3,1,1,2,2,2,2,2,2,2,2,4,4,3,3,3,3,4,4,4,3,2,4,2,4,3,3,3,2,3,4,2,3,2,1,3,3,5,2,2,2,2,3,2,3,3,4,4,,,,,,,
262,4,2,4,2,1,0,0,0,0,0,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,2,1,,,,,,,
263,2,1,4,1,3,0,1,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,2,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,4,3,1,1,3,2,4,1,2,3,1,2,4,,,,,,,
264,4,2,4,1,1,1,0,0,0,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,2,2,3,4,1,3,3,3,1,4,3,2,,,,,,,
265,3,2,4,2,1,0,1,0,0,0,0,1,0,0,0,2,2,2,0,2,3,2,2,0,0,2,0,0,3,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,3,3,3,3,2,3,2,3,2,2,3,3,2,,,,,,,
266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,
267,4,2,4,1,2,1,0,0,0,1,0,0,0,0,0,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,2,3,4,2,2,3,1,2,3,2,3,3,3,,,,,,,
268,2,1,4,1,3,0,0,0,0,0,0,0,1,0,0,2,2,2,2,2,2,3,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,4,4,2,2,3,3,2,3,3,3,3,3,,,,,,,
269,4,2,3,2,1,1,0,0,0,0,0,0,0,0,0,3,2,3,0,3,4,3,3,0,0,3,0,0,3,4,3,3,3,3,3,3,3,3,3,4,3,3,2,3,3,0,4,3,2,3,4,4,3,3,2,4,3,3,3,3,2,3,4,1,2,,,,,,,
270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,3,2,2,2,3,2,2,2,3,2,3,,,,,,,
271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,2,3,2,2,2,2,4,2,2,2,2,,,,,,,
272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,2,2,4,3,4,2,3,2,3,2,3,2,,,,,,,
273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,2,3,2,2,2,2,4,4,4,4,,,,,,,
274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,4,4,4,5,3,3,4,2,2,2,,,,,,,
275,3,2,4,2,3,0,0,0,1,0,0,0,0,0,0,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,3,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,
276,3,1,4,3,2,0,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,
277,4,2,4,3,2,0,0,0,0,0,0,0,1,0,0,3,3,3,3,3,2,2,2,2,2,4,0,2,2,2,2,2,2,3,3,2,3,2,3,2,3,2,3,3,2,0,2,2,2,2,4,4,1,3,4,3,5,5,4,1,2,4,1,4,2,,,,,,,
278,2,2,4,1,3,0,0,0,0,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,2,3,4,3,2,2,3,5,4,,,,,,,
279,3,1,4,1,3,0,1,0,0,0,0,0,0,0,0,4,4,4,0,4,2,3,4,0,0,4,0,0,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,2,5,0,0,0,0,0,1,5,3,3,5,1,1,3,4,5,1,1,2,3,1,,,,,,,
280,4,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,4,3,2,5,4,3,4,4,1,3,4,,,,,,,
281,4,2,4,1,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,3,3,3,4,0,0,3,0,0,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,2,4,2,5,2,1,2,4,1,2,3,3,3,1,5,,,,,,,
282,4,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,2,2,3,3,2,2,2,2,2,2,3,,,,,,,
283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,3,4,4,3,2,3,3,4,4,3,3,,,,,,,
284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,2,1,3,3,1,5,3,2,2,4,2,,,,,,,
285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,3,4,3,3,3,3,3,3,2,2,,,,,,,
286,4,1,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,3,4,3,3,4,3,4,3,4,3,4,2,,,,,,,
287,4,2,4,1,1,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,2,3,3,3,3,0,4,4,4,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,2,2,2,2,2,2,3,2,3,3,3,3,2,3,2,,,,,,,
288,4,1,4,1,1,0,0,0,0,0,0,0,1,0,0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,3,2,3,3,4,3,2,3,3,3,2,3,3,3,2,3,3,4,3,3,2,3,4,3,3,4,3,3,,,,,,,
289,4,1,4,2,2,0,0,0,0,0,0,0,1,0,0,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,2,2,1,4,4,5,2,1,4,5,,,,,,,
290,2,1,4,1,2,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,2,3,3,2,3,4,3,3,4,5,4,4,2,5,4,3,1,3,,,,,,,
291,2,1,4,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,4,4,3,1,4,4,5,5,3,5,5,4,,,,,,,
292,4,1,4,4,2,0,0,0,0,0,0,0,1,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,1,2,2,5,3,3,5,1,5,3,3,1,4,1,2,,,,,,,
